cpu_score,gpu_score,ram_gb,ssd_nvme,label
26316,35593,16,1,0
25224,35794,64,1,2
9340,25789,16,1,0
18812,13694,32,1,0
43143,28897,64,1,2
25499,31880,64,1,2
19732,30852,16,1,0
8096,2597,16,1,1
21796,24490,32,1,2
26123,16305,16,1,0
10538,1964,16,1,1
9086,1888,16,1,1
21690,29741,32,1,2
28163,16274,8,1,0
22219,15000,64,1,2
46500,21051,128,1,2
13747,20350,32,1,0
19799,14133,32,1,0
10200,28518,8,1,0
16237,17356,16,1,0
39937,38138,64,1,2
10537,36826,16,1,0
16252,22113,16,1,0
6945,2186,32,1,1
47935,20581,128,1,2
4077,2338,64,1,1
14604,862,32,1,1
14030,927,16,1,1
9622,38021,32,1,0
5303,1678,32,1,1
14197,18400,32,1,0
43390,39903,32,1,2
10749,2229,64,1,1
9140,1072,64,1,1
23185,21694,64,1,2
14077,2035,32,1,1
27235,34858,64,1,2
49023,26493,64,1,2
17516,32963,8,1,0
9388,1970,64,1,1
11547,24626,32,1,0
10606,1682,16,1,1
27756,27405,128,1,2
12142,939,32,1,1
22834,37551,64,1,2
19831,37373,16,1,0
25585,34409,32,1,2
26066,18121,8,1,0
25860,27845,64,1,2
45422,24420,32,1,2
8098,909,32,1,1
26396,26464,8,1,0
25950,21615,32,1,2
32447,38384,64,1,2
36791,19732,64,1,2
11124,803,64,1,1
22676,25418,32,1,0
37899,32582,128,1,2
23632,32288,64,1,2
6370,1241,16,1,1
12507,20023,32,1,0
24670,39123,128,1,2
13817,1533,64,1,1
22963,22632,128,1,2
4070,1895,64,1,1
9680,770,16,1,1
10412,21149,32,1,0
14175,2711,32,1,1
28666,25592,32,1,0
21378,21133,32,1,0
20891,17920,64,1,2
7373,2490,32,1,1
16366,22519,16,1,0
19692,15791,16,1,0
12134,1219,32,1,1
5844,429,16,1,1
33832,16863,128,1,2
9755,2675,64,1,1
44828,15444,64,1,2
12497,2653,32,1,1
10647,2020,16,1,1
16487,22702,16,1,0
43088,25538,128,1,2
13576,1865,16,1,1
12232,35500,32,1,0
24639,32113,8,1,0
12540,2121,64,1,1
37906,37453,32,1,2
4402,2520,64,1,1
8373,1018,64,1,1
32216,38864,32,1,2
7203,1908,32,1,1
13477,734,64,1,1
13724,23915,8,1,0
10850,24811,16,1,0
5627,2339,64,1,1
22605,22631,8,1,0
35425,37783,128,1,2
17005,30187,16,1,0
4509,2392,16,1,1
26801,23780,16,1,0
48526,39425,32,1,2
45005,29216,64,1,2
10834,2991,64,1,1
48609,23042,128,1,2
29667,22936,128,1,2
18983,31051,16,1,0
12839,1541,32,1,1
4955,1499,16,1,1
9629,2228,32,1,1
45166,15535,64,1,2
16663,35415,8,1,0
24659,19340,8,1,0
26705,38826,64,1,2
4294,782,16,1,1
20952,38087,128,1,2
26462,12078,32,1,0
15489,34748,32,1,0
42170,21414,64,1,2
43660,31308,64,1,2
14856,2325,32,1,1
23293,25191,16,1,0
25841,31864,8,1,0
27067,32540,32,1,2
13558,37074,16,1,0
28573,20025,64,1,2
33776,24479,128,1,2
18342,38160,16,1,0
27706,35378,32,1,0
18292,39471,32,1,0
48973,31000,64,1,2
4668,1229,16,1,1
35894,15438,64,1,2
13402,2060,32,1,1
27854,16440,64,1,2
16066,39209,32,1,0
11753,1909,16,1,1
7271,1052,32,1,1
14961,1206,32,1,1
24012,29038,8,1,0
32950,30903,64,1,2
13470,21006,32,1,0
32781,20329,128,1,2
11004,2919,64,1,1
36182,33276,128,1,2
9514,1690,16,1,1
41900,17796,32,1,2
36555,15113,128,1,2
49880,21268,128,1,2
49601,36349,128,1,2
12293,2409,16,1,1
4249,2541,32,1,1
14980,776,64,1,1
19233,13054,32,1,0
12198,21924,32,1,0
32690,29062,128,1,2
12160,366,32,1,1
46843,22794,64,1,2
14776,24034,8,1,0
14561,19257,16,1,0
21823,37589,128,1,2
29302,20023,16,1,0
6170,1453,64,1,1
43821,31658,128,1,2
20776,24391,128,1,2
13620,24505,16,1,0
11933,2884,16,1,1
26831,21282,32,1,0
41689,25136,64,1,2
37565,19671,32,1,2
22421,36151,32,1,2
24320,20964,16,1,0
14118,25165,32,1,0
4160,1692,16,1,1
21810,27808,32,1,2
5457,1648,16,1,1
9886,2785,64,1,1
44380,28036,32,1,2
34349,18380,64,1,2
28180,30903,32,1,2
4032,1733,32,1,1
28333,36792,32,1,0
49686,39243,32,1,2
35321,28843,64,1,2
46383,36389,32,1,2
47150,31732,64,1,2
48090,23942,32,1,2
26317,39757,32,1,2
46284,37501,32,1,2
14048,2501,64,1,1
34084,27142,32,1,2
16463,18864,16,1,0
10416,694,16,1,1
10911,2149,32,1,1
5898,2179,16,1,1
30483,34372,128,1,2
11388,32164,32,1,0
8645,2283,64,1,1
7160,1026,64,1,1
25724,25764,32,1,0
26462,28285,64,1,2
29924,21640,16,1,0
9449,2280,16,1,1
4622,1641,32,1,1
22993,39230,64,1,2
24824,35907,16,1,0
18536,14622,8,1,0
8728,36375,32,1,0
7782,2970,16,1,1
10999,874,32,1,1
6060,2694,32,1,1
18646,36200,32,1,0
39166,32557,128,1,2
20915,22131,32,1,2
37724,34868,64,1,2
47701,16096,32,1,2
22551,22832,8,1,0
5364,735,32,1,1
32079,15753,64,1,2
9890,37069,32,1,0
32043,15972,128,1,2
26642,33495,64,1,2
14378,29821,16,1,0
25411,19676,64,1,2
26683,27975,32,1,2
4337,1671,32,1,1
11506,408,16,1,1
45672,25459,64,1,2
5773,1218,32,1,1
13631,2389,64,1,1
13148,515,16,1,1
26793,31246,16,1,0
5809,1538,64,1,1
5056,2151,64,1,1
4775,1669,32,1,1
26240,25619,16,1,0
13528,2694,16,1,1
21141,27575,8,1,0
5841,1767,16,1,1
10806,2276,32,1,1
24896,28214,8,1,0
23279,12936,8,1,0
27053,18131,8,1,0
28367,37942,64,1,2
23856,18295,32,1,2
36250,23645,64,1,2
29652,15423,8,1,0
41809,39192,128,1,2
13225,2654,32,1,1
8169,1937,64,1,1
4469,2463,16,1,1
23763,24745,16,1,0
8954,1540,64,1,1
4224,2085,32,1,1
25686,19251,16,1,0
46080,32026,32,1,2
26597,18614,128,1,2
21908,38696,32,1,0
27938,34649,128,1,2
20600,24304,16,1,0
33211,24147,64,1,2
11884,2050,64,1,1
30877,18156,32,1,2
6175,1032,16,1,1
4520,2408,64,1,1
46546,39606,128,1,2
31860,24622,64,1,2
31904,33267,32,1,2
12473,2382,16,1,1
19348,33853,8,1,0
26525,22955,128,1,2
5991,513,64,1,1
17740,15988,32,1,0
15983,31554,8,1,0
32358,39349,64,1,2
5863,1627,16,1,1
30556,18074,64,1,2
49253,34013,64,1,2
9144,1964,64,1,1
5397,1588,32,1,1
37920,22975,32,1,2
27703,16582,64,1,2
21385,23273,8,1,0
21413,39252,16,1,0
16022,13395,32,1,0
33209,20623,128,1,2
6844,1612,64,1,1
4135,798,64,1,1
32701,33526,64,1,2
22411,14120,32,1,0
33691,20644,32,1,2
14581,24312,8,1,0
20503,24763,32,1,0
44920,23907,32,1,2
12800,1415,32,1,1
35878,30631,128,1,2
27813,20241,16,1,0
26036,28792,64,1,2
33797,20227,32,1,2
28827,31642,128,1,2
28465,12265,32,1,0
23958,13884,16,1,0
49469,31562,32,1,2
23791,24358,8,1,0
11274,1333,64,1,1
13872,2845,32,1,1
6203,1455,64,1,1
38285,18132,128,1,2
10985,16686,8,1,0
9282,2111,16,1,1
11614,2676,16,1,1
6668,1662,64,1,1
25009,39207,64,1,2
14450,1345,16,1,1
22493,19969,32,1,0
16804,38093,16,1,0
5528,643,64,1,1
4107,2902,16,1,1
8039,2328,64,1,1
11097,2757,64,1,1
48870,38372,128,1,2
27205,23641,32,1,0
36067,36571,128,1,2
12659,1403,32,1,1
21948,39135,32,1,0
18437,34090,16,1,0
30201,35930,64,1,2
22687,36962,128,1,2
26998,36371,32,1,0
15087,34533,8,1,0
28941,31519,16,1,0
14596,35299,16,1,0
24054,22430,32,1,2
20044,32938,8,1,0
14133,35316,8,1,0
14582,34378,8,1,0
24840,16600,16,1,0
40255,16539,64,1,2
11144,2904,64,1,1
14132,514,64,1,1
11707,573,16,1,1
8775,2190,64,1,1
8106,14983,8,1,0
20604,32477,32,1,2
9104,14295,16,1,0
28264,28608,8,1,0
31376,24378,128,1,2
7379,903,32,1,1
49413,27044,128,1,2
22851,16117,32,1,0
5424,439,64,1,1
23859,17306,32,1,2
5738,725,32,1,1
7052,2027,32,1,1
47736,17589,32,1,2
10626,39514,8,1,0
42873,33072,64,1,2
4400,2164,64,1,1
32813,26991,32,1,2
38904,19229,32,1,2
34882,19432,128,1,2
13019,1076,16,1,1
21531,33251,16,1,0
44441,38528,128,1,2
26588,23150,32,1,2
11158,35755,32,1,0
35056,22180,128,1,2
41761,15334,32,1,2
4917,2173,16,1,1
18640,25011,8,1,0
35568,19318,128,1,2
7829,1203,32,1,1
21811,35498,8,1,0
36375,17389,128,1,2
15533,34398,32,1,0
12833,20101,32,1,0
32574,32340,128,1,2
31957,29462,64,1,2
6936,629,16,1,1
29133,37192,8,1,0
13832,23570,16,1,0
26761,23282,32,1,2
16324,39827,16,1,0
39507,25194,128,1,2
17903,23868,32,1,0
38221,18424,64,1,2
27037,28209,16,1,0
48385,22677,128,1,2
15993,18389,32,1,0
47175,21889,32,1,2
31600,37416,64,1,2
13689,1118,64,1,1
8243,24309,8,1,0
49222,30914,64,1,2
17382,37081,8,1,0
5528,2505,16,1,1
42141,27330,32,1,2
26701,15156,32,1,0
13244,34836,32,1,0
12989,1260,16,1,1
13597,1790,64,1,1
10862,2631,64,1,1
11033,17591,16,1,0
42330,20901,64,1,2
48850,19587,128,1,2
14317,15240,8,1,0
28339,27608,16,1,0
42738,38269,128,1,2
47633,15150,128,1,2
6217,736,64,1,1
10496,1846,16,1,1
8379,1585,16,1,1
4230,1742,16,1,1
4168,1105,16,1,1
24699,31133,16,1,0
44177,33922,32,1,2
6984,2040,32,1,1
28941,20613,128,1,2
13838,1522,64,1,1
9631,16338,32,1,0
35828,20870,32,1,2
41777,20584,128,1,2
24619,33012,16,1,0
26228,21959,64,1,2
13956,39168,32,1,0
33614,36922,32,1,2
17781,37888,8,1,0
6065,2443,16,1,1
20763,36619,16,1,0
42184,17644,128,1,2
38212,31473,128,1,2
20418,20234,16,1,0
26614,14213,8,1,0
34374,26741,32,1,2
15419,14141,16,1,0
28379,34196,8,1,0
7962,2689,16,1,1
39606,22347,64,1,2
4481,1165,16,1,1
17975,36060,32,1,0
14511,2514,16,1,1
12841,1747,16,1,1
13486,17457,8,1,0
26488,22488,32,1,2
38859,37855,32,1,2
6010,544,64,1,1
29164,38556,32,1,2
29829,32049,128,1,2
8878,1674,16,1,1
5389,1444,64,1,1
21316,26660,32,1,2
44963,15503,128,1,2
36536,24947,32,1,2
9209,1314,64,1,1
33075,33128,32,1,2
14586,1261,32,1,1
7258,1234,64,1,1
20295,16875,32,1,0
14281,995,64,1,1
29085,29348,8,1,0
42902,23166,32,1,2
37335,15467,128,1,2
21357,39803,16,1,0
27853,32370,64,1,2
15904,29020,8,1,0
16811,19376,8,1,0
19091,32217,32,1,0
24492,30899,128,1,2
28804,28742,64,1,2
5518,529,32,1,1
11364,2056,16,1,1
41631,29787,32,1,2
39245,26650,64,1,2
6508,1638,64,1,1
20023,23453,32,1,2
25836,34514,128,1,2
9231,29476,8,1,0
13011,1707,16,1,1
5284,1849,32,1,1
8686,2604,16,1,1
9748,1381,16,1,1
21295,25465,128,1,2
14704,12951,32,1,0
10376,820,32,1,1
26816,27290,64,1,2
11744,28018,16,1,0
8503,2849,32,1,1
22713,33695,32,1,0
22807,27131,16,1,0
12550,13098,16,1,0
29996,14920,32,1,0
17158,34004,8,1,0
13862,31336,16,1,0
12587,883,32,1,1
13546,18345,8,1,0
14223,1960,16,1,1
25374,38482,128,1,2
47436,27028,32,1,2
8314,12601,8,1,0
5257,2204,16,1,1
47877,28571,32,1,2
20617,23424,32,1,0
7297,2829,64,1,1
13127,2172,16,1,1
45024,32959,32,1,2
19801,13844,32,1,0
30155,28248,32,1,2
7998,2542,32,1,1
22932,38115,128,1,2
26735,16733,64,1,2
13194,1949,16,1,1
29598,28601,64,1,2
16437,36616,8,1,0
30154,34323,64,1,2
10041,2102,16,1,1
11874,2214,16,1,1
33060,36116,64,1,2
14570,26708,8,1,0
32613,36823,128,1,2
14669,671,64,1,1
28358,24097,16,1,0
23477,24559,32,1,0
8362,13512,16,1,0
16621,14184,16,1,0
29237,25826,8,1,0
21711,31980,8,1,0
10403,2236,32,1,1
48171,20951,32,1,2
7676,2573,32,1,1
21225,26884,32,1,2
37262,20750,64,1,2
16627,37732,32,1,0
25131,18104,16,1,0
17284,13751,16,1,0
27192,24439,32,1,0
45891,28336,64,1,2
26471,39230,32,1,2
28597,32610,8,1,0
25669,30464,8,1,0
10624,1899,32,1,1
25150,12031,32,1,0
36310,34471,32,1,2
11393,1621,32,1,1
14058,1741,16,1,1
9519,1206,64,1,1
41734,22368,128,1,2
23551,27817,8,1,0
13940,2027,16,1,1
19446,17922,16,1,0
42673,21130,64,1,2
16027,13203,16,1,0
27695,23440,8,1,0
40816,30850,64,1,2
9251,2774,32,1,1
40972,26897,32,1,2
23006,15155,8,1,0
4013,2089,64,1,1
35465,25975,32,1,2
49110,18974,64,1,2
10770,36114,16,1,0
27446,19937,16,1,0
7229,2001,64,1,1
27186,38248,128,1,2
5749,387,32,1,1
29081,34584,32,1,2
21415,13906,8,1,0
30663,21163,32,1,2
43932,39004,64,1,2
17642,39538,16,1,0
8256,1801,64,1,1
16566,15633,32,1,0
9091,35857,16,1,0
29040,35749,128,1,2
27800,32636,16,1,0
18199,13824,32,1,0
4344,1460,16,1,1
26190,32782,32,1,2
10980,2085,32,1,1
9548,2104,16,1,1
23963,18641,64,1,2
6642,478,16,1,1
28917,22317,8,1,0
20238,25662,128,1,2
49563,35508,64,1,2
26098,34355,128,1,2
30381,17225,32,1,2
14969,872,32,1,1
11796,36957,8,1,0
35369,20621,128,1,2
23990,29761,128,1,2
46581,24868,32,1,2
28080,12454,32,1,0
29769,22812,64,1,2
22093,36345,32,1,0
31832,26043,64,1,2
25900,18410,16,1,0
24227,25986,8,1,0
14590,2972,16,1,1
26074,20017,128,1,2
10934,2105,32,1,1
7294,1252,16,1,1
20893,26920,16,1,0
10403,1764,16,1,1
12599,2960,16,1,1
22295,23175,128,1,2
20471,23271,32,1,0
20014,36306,8,1,0
39204,25751,128,1,2
38984,30228,128,1,2
5766,1140,32,1,1
27823,15689,32,1,0
14967,969,64,1,1
14933,1095,16,1,1
14841,612,32,1,1
20313,37475,32,1,0
14816,2221,16,1,1
21834,22889,32,1,0
18391,21881,16,1,0
23610,20956,32,1,2
44306,36893,32,1,2
29289,31286,64,1,2
8855,2600,32,1,1
8404,1664,32,1,1
26936,29596,8,1,0
14335,2601,64,1,1
5292,2907,64,1,1
41278,18303,128,1,2
24874,13921,32,1,0
29784,27155,128,1,2
29198,21394,32,1,0
21145,21433,64,1,2
19907,33802,8,1,0
6296,1386,32,1,1
28794,39424,64,1,2
9682,2916,64,1,1
7801,2819,64,1,1
28279,27371,128,1,2
25649,28689,8,1,0
11091,34428,8,1,0
20882,37503,128,1,2
28690,31863,32,1,2
9893,1349,64,1,1
9678,29447,16,1,0
29420,19514,128,1,2
9396,38507,16,1,0
44136,29102,32,1,2
9556,2851,32,1,1
25562,26829,8,1,0
34365,31744,64,1,2
14614,2535,16,1,1
24810,34612,32,1,2
16941,32495,32,1,0
8632,2695,16,1,1
11520,31383,16,1,0
29059,21736,32,1,0
8751,1469,16,1,1
47411,37644,128,1,2
6153,573,32,1,1
44875,37834,64,1,2
28897,17183,32,1,2
7165,2921,64,1,1
24648,34416,8,1,0
8923,1205,16,1,1
47801,16832,32,1,2
20084,15139,8,1,0
23299,28014,32,1,0
44894,26228,64,1,2
25753,38004,128,1,2
29352,21235,32,1,0
49643,31623,32,1,2
42050,34380,128,1,2
11791,23562,8,1,0
16924,38029,16,1,0
40718,36085,32,1,2
25202,15441,64,1,2
7259,1554,64,1,1
5220,2812,64,1,1
8162,662,32,1,1
11697,39810,8,1,0
15359,38718,16,1,0
9246,1503,16,1,1
22792,20585,64,1,2
23613,24640,8,1,0
37239,35791,64,1,2
20331,35989,32,1,0
11563,30875,16,1,0
37024,22899,32,1,2
46010,26831,128,1,2
5708,2596,16,1,1
39998,17441,32,1,2
32760,30717,32,1,2
8743,1567,32,1,1
29103,28711,16,1,0
11328,826,64,1,1
4368,1526,64,1,1
7196,1030,16,1,1
16379,17625,16,1,0
9213,1616,64,1,1
5426,1466,64,1,1
22213,33078,16,1,0
12072,2388,32,1,1
5274,514,32,1,1
30401,39351,32,1,2
42974,22322,128,1,2
9887,1880,64,1,1
10617,2796,16,1,1
8487,2064,16,1,1
49952,30366,128,1,2
8470,2884,64,1,1
47351,19450,32,1,2
9225,2079,32,1,1
8749,2903,16,1,1
14019,2934,32,1,1
7134,1932,64,1,1
41347,18856,128,1,2
11153,1418,16,1,1
11070,1583,32,1,1
14462,34299,16,1,0
5866,2753,64,1,1
20152,21719,8,1,0
7547,907,16,1,1
11401,552,32,1,1
45953,30077,32,1,2
4778,2364,32,1,1
15710,15980,16,1,0
22034,36598,64,1,2
14077,19504,8,1,0
38272,35739,32,1,2
31867,27390,64,1,2
10562,2509,16,1,1
14327,2030,16,1,1
34477,20039,32,1,2
24920,37745,8,1,0
38975,24683,32,1,2
9686,24513,16,1,0
6877,1588,32,1,1
19525,24582,16,1,0
16468,39912,8,1,0
28026,38504,128,1,2
28015,21121,128,1,2
13219,1127,16,1,1
10716,2161,16,1,1
6052,1690,32,1,1
41555,23871,128,1,2
6608,2558,64,1,1
27616,13827,32,1,0
28582,32342,64,1,2
15785,37213,16,1,0
34273,38262,64,1,2
14011,21741,32,1,0
31231,39956,32,1,2
30667,27597,32,1,2
11182,19606,16,1,0
24068,25444,32,1,0
11658,1152,32,1,1
12035,1310,32,1,1
24346,34488,128,1,2
43952,39846,32,1,2
43218,22983,64,1,2
26802,14833,32,1,0
9847,1747,32,1,1
19828,36348,32,1,0
5401,1211,16,1,1
31657,28042,128,1,2
29190,17922,32,1,2
13433,2248,64,1,1
13362,2223,32,1,1
27615,17703,8,1,0
7534,2611,32,1,1
27147,31988,16,1,0
6198,2669,32,1,1
45535,25133,128,1,2
11829,2776,16,1,1
13984,1590,32,1,1
39177,31805,64,1,2
8054,17849,8,1,0
21669,38369,32,1,0
7820,621,32,1,1
45061,25408,128,1,2
12294,1215,64,1,1
36025,27220,32,1,2
34380,17317,128,1,2
24904,15092,8,1,0
9133,31107,16,1,0
6841,1086,64,1,1
14602,1640,16,1,1
22114,27689,32,1,0
43727,25485,128,1,2
16262,26961,32,1,0
32186,39959,32,1,2
35764,25646,32,1,2
20505,30063,16,1,0
21638,33869,128,1,2
8337,2370,16,1,1
12738,1648,64,1,1
24279,35674,8,1,0
9674,33294,16,1,0
5950,802,16,1,1
27781,25176,64,1,2
10328,18617,32,1,0
9063,20558,32,1,0
9575,2712,64,1,1
15508,16538,16,1,0
16915,12488,8,1,0
4003,876,16,1,1
47429,38531,128,1,2
24491,19723,32,1,2
15709,32252,16,1,0
4680,844,32,1,1
46489,36425,128,1,2
26912,25091,32,1,0
11637,23828,32,1,0
4037,409,16,1,1
10985,1026,64,1,1
21506,16424,16,1,0
11513,33893,8,1,0
12798,15499,8,1,0
7138,2770,64,1,1
22766,21118,32,1,2
32104,20001,32,1,2
25349,12140,16,1,0
13331,2485,16,1,1
21584,34172,8,1,0
9565,20730,8,1,0
27163,14768,32,1,0
27475,28013,32,1,2
42678,36861,32,1,2
11907,2374,16,1,1
20085,15565,32,1,2
22015,18910,32,1,2
42561,36275,64,1,2
38292,19465,32,1,2
5884,1975,64,1,1
15043,25888,32,1,0
35436,39645,64,1,2
22747,34669,32,1,2
5727,1222,16,1,1
27949,16569,128,1,2
5576,1602,64,1,1
23774,31756,8,1,0
14689,1537,64,1,1
9687,608,64,1,1
30038,27790,128,1,2
23639,25748,8,1,0
6408,2143,32,1,1
37233,36480,64,1,2
25534,30653,128,1,2
8909,24614,32,1,0
12778,13683,32,1,0
11784,1842,16,1,1
33104,21081,64,1,2
30011,20335,32,1,2
18627,17179,8,1,0
25151,12368,8,1,0
10312,668,64,1,1
13157,2870,16,1,1
14999,25720,16,1,0
30841,32180,64,1,2
13508,28644,32,1,0
10431,524,16,1,1
26520,31881,16,1,0
13969,770,64,1,1
23999,33969,128,1,2
12256,1759,64,1,1
39477,34127,32,1,2
48204,31375,128,1,2
21198,17363,64,1,2
27215,18078,128,1,2
14917,32180,8,1,0
12711,409,64,1,1
30110,25571,32,1,2
28166,19453,128,1,2
13881,21284,8,1,0
4248,1549,64,1,1
13863,13856,8,1,0
13330,24471,32,1,0
12944,1992,32,1,1
37765,17736,64,1,2
21507,13628,8,1,0
17150,33858,32,1,0
14721,35306,32,1,0
23915,29251,32,1,0
11919,1855,16,1,1
32913,38414,32,1,2
24667,25898,16,1,0
5235,2708,64,1,1
22200,12627,16,1,0
21167,27838,64,1,2
13456,35364,32,1,0
15514,25290,8,1,0
26074,25286,32,1,2
11343,2542,32,1,1
10484,1993,64,1,1
8060,17415,8,1,0
13136,366,32,1,1
19716,23038,32,1,0
7060,380,32,1,1
13774,27893,32,1,0
4511,2801,16,1,1
8374,2023,16,1,1
8775,1548,16,1,1
38467,30506,128,1,2
12681,2820,16,1,1
41277,20488,128,1,2
14401,521,32,1,1
21368,21672,32,1,2
18269,28297,16,1,0
15442,20882,16,1,0
48047,26006,64,1,2
34874,21204,32,1,2
8138,1130,64,1,1
9929,26108,16,1,0
23096,28688,128,1,2
13849,39320,16,1,0
18421,14766,32,1,0
7604,1383,64,1,1
13870,2581,32,1,1
21866,22819,16,1,0
8905,2755,16,1,1
26648,26972,32,1,2
29113,21423,64,1,2
22658,25338,64,1,2
14323,958,16,1,1
24378,30400,8,1,0
36206,38288,128,1,2
26618,34118,32,1,2
14398,16719,32,1,0
12466,780,64,1,1
22542,38802,16,1,0
17340,20375,32,1,0
8762,23744,32,1,0
36236,24796,128,1,2
13612,22873,16,1,0
43690,24534,32,1,2
21552,28148,16,1,0
9852,26625,16,1,0
10222,775,16,1,1
16708,30813,8,1,0
12622,2077,32,1,1
33446,26865,128,1,2
4335,2087,32,1,1
11821,375,32,1,1
46182,15319,64,1,2
25212,20980,8,1,0
9911,39176,32,1,0
9537,2782,16,1,1
25972,35824,32,1,0
23688,29826,8,1,0
32691,29534,128,1,2
22240,28411,128,1,2
28593,13099,16,1,0
10789,2577,64,1,1
14856,2424,16,1,1
7800,965,16,1,1
22670,15040,32,1,0
42751,21573,32,1,2
10398,493,64,1,1
8693,646,32,1,1
6138,2345,16,1,1
8039,37385,32,1,0
38428,39090,32,1,2
14641,1508,64,1,1
5643,2573,64,1,1
14124,887,64,1,1
39269,24842,64,1,2
45408,21844,64,1,2
5947,1926,32,1,1
41124,36429,128,1,2
15967,39888,8,1,0
6683,1287,64,1,1
7759,2038,64,1,1
16557,32542,32,1,0
12090,15362,32,1,0
34213,34327,32,1,2
5279,1212,16,1,1
9503,15244,32,1,0
9929,35883,16,1,0
10868,2687,32,1,1
46365,36729,64,1,2
14202,1362,64,1,1
47467,27104,128,1,2
26599,15992,8,1,0
8593,437,64,1,1
47951,15876,64,1,2
32341,30311,128,1,2
46961,23151,32,1,2
19861,39257,32,1,0
27067,28599,32,1,2
29366,29773,32,1,2
18925,16396,32,1,0
13811,1510,32,1,1
28412,31611,32,1,0
20828,20426,64,1,2
4238,975,64,1,1
12429,471,64,1,1
19696,33433,8,1,0
48579,28532,128,1,2
22577,18091,32,1,0
41913,38459,128,1,2
5252,2147,32,1,1
39904,18101,32,1,2
10285,24915,32,1,0
49764,32747,64,1,2
36207,17011,32,1,2
11783,35151,16,1,0
29400,22930,32,1,0
18504,21422,16,1,0
4839,2986,32,1,1
29997,39978,16,1,0
11166,644,32,1,1
6562,1990,64,1,1
18193,34061,32,1,0
28791,37441,32,1,0
17141,28768,16,1,0
38833,19453,64,1,2
14634,1188,64,1,1
42976,37170,64,1,2
25197,28895,16,1,0
8709,2407,32,1,1
7997,723,32,1,1
8216,1552,16,1,1
11775,2625,16,1,1
12999,1962,16,1,1
7432,2965,32,1,1
22407,18010,64,1,2
41738,31840,64,1,2
46122,15271,128,1,2
49626,26375,128,1,2
14665,2317,16,1,1
17350,20426,8,1,0
10285,35055,8,1,0
22581,32020,128,1,2
46838,39677,64,1,2
27989,15645,32,1,0
9564,18573,16,1,0
4040,1785,64,1,1
13527,38702,32,1,0
25204,36514,32,1,2
27280,25936,16,1,0
21396,37044,128,1,2
26176,34416,32,1,2
22157,30811,32,1,0
13844,960,16,1,1
13570,672,32,1,1
10708,449,16,1,1
8866,18157,32,1,0
16447,13940,16,1,0
4434,2603,64,1,1
12891,793,16,1,1
12453,35324,32,1,0
8341,347,64,1,1
23912,28147,32,1,2
13101,1755,32,1,1
48884,27819,64,1,2
19232,21983,8,1,0
34509,34430,64,1,2
6973,2111,64,1,1
16333,39158,16,1,0
10653,457,64,1,1
13721,2220,16,1,1
27194,20200,64,1,2
9805,709,64,1,1
14939,2212,32,1,1
8232,749,16,1,1
8697,762,64,1,1
23535,29865,32,1,2
18908,34073,8,1,0
38940,26798,128,1,2
28192,37467,8,1,0
24820,25313,128,1,2
30572,16334,64,1,2
8345,1774,16,1,1
14686,12528,32,1,0
13077,1188,16,1,1
25403,33718,8,1,0
7692,1501,64,1,1
12408,2093,64,1,1
13131,37166,32,1,0
10227,875,16,1,1
16058,21083,32,1,0
6521,2027,64,1,1
20609,31704,64,1,2
21899,14904,32,1,0
28661,15010,64,1,2
38943,21429,32,1,2
14818,380,32,1,1
13259,39323,16,1,0
12760,19424,32,1,0
18511,34119,8,1,0
8314,773,32,1,1
8261,36196,16,1,0
8849,14314,8,1,0
23256,17037,64,1,2
12941,2271,64,1,1
7662,2066,32,1,1
24805,30887,64,1,2
43835,27523,128,1,2
23333,29951,128,1,2
28970,21679,16,1,0
19013,31593,32,1,0
10287,38128,32,1,0
27618,28987,8,1,0
8379,1672,16,1,1
24885,35841,32,1,0
5425,2147,32,1,1
13564,691,16,1,1
14587,33673,8,1,0
19839,16613,8,1,0
22611,17059,128,1,2
32462,34221,128,1,2
10306,1475,16,1,1
6986,1207,64,1,1
24584,26197,32,1,0
22525,31661,64,1,2
5484,1133,32,1,1
46061,36589,32,1,2
9711,2381,32,1,1
30738,33274,32,1,2
25385,30433,16,1,0
20221,21516,8,1,0
10598,1714,32,1,1
20199,19670,16,1,0
6526,495,32,1,1
5206,2165,64,1,1
8136,895,16,1,1
36544,31832,32,1,2
18056,21449,32,1,0
11526,2594,32,1,1
14511,13052,32,1,0
5021,1849,32,1,1
6442,2353,16,1,1
12151,39024,16,1,0
37474,25604,128,1,2
34265,20279,32,1,2
11186,12672,32,1,0
31940,18750,64,1,2
41813,16240,32,1,2
6409,713,16,1,1
28034,18455,8,1,0
31863,39868,128,1,2
10381,28053,8,1,0
40646,35628,32,1,2
49176,36264,32,1,2
9175,654,32,1,1
8292,2226,64,1,1
26738,37952,128,1,2
12965,1833,32,1,1
49987,33462,64,1,2
45210,30807,64,1,2
5891,1652,64,1,1
34300,36976,64,1,2
41538,15206,32,1,2
24779,25471,8,1,0
26270,26729,32,1,0
15513,15798,8,1,0
40644,27500,128,1,2
36302,29543,32,1,2
17177,25390,8,1,0
20322,33333,64,1,2
10733,635,64,1,1
20661,29021,128,1,2
28802,24312,16,1,0
12537,704,32,1,1
16825,18259,16,1,0
12828,2052,16,1,1
30609,19858,128,1,2
22194,26724,32,1,0
17218,21259,8,1,0
44752,17591,32,1,2
19560,22936,16,1,0
25297,16370,32,1,0
